coef,term
6.96148426633,time may
6.41003799896,religi liberti
6.08686860066,unborn child
5.19024664944,taxpay fund
5.10485248617,pass bill
5.04510591292,bill right
4.49509379898,right religi freedom
4.46475256754,right life
4.41208494531,mani time
4.31308704053,would say
4.30384564521,state local
4.21223982652,work hard
4.13434841749,peopl faith
3.94885628823,peopl want
3.9475275353,say know
3.81715266547,nt want
3.74936560916,ident theft
3.73591924322,human life
3.70498374778,plan parenthood
3.69746408281,nt go
