coef,term
2.48346829313,unit state congress
2.27500949116,war terror
2.19133208233,member support
2.07593081132,pass bill
1.99860988101,mr speaker move
1.9658716753,white hous
1.91621844275,marin corp
1.80260810461,god pleas
1.78668938495,obama administr
1.78455204714,speaker ask unanim
1.76845307736,god bless
1.70065185869,south carolina
1.65862345935,northwest florida
1.6265459786,thank gentleman
1.59573778394,missil defens
1.59464740138,major leader
1.59103661126,mr speaker
1.56282273181,follow senat
1.55630580305,thought prayer
1.54632230934,global war terror
