coef,term
3.95836305515,muslim brotherhood
3.4718987622,guantanamo bay
3.41486914913,american citizen
2.71404569378,war terror
2.6417649617,us must
2.58132158664,middl east
2.51107230519,human traffick
2.43403091744,russian govern
2.42910413984,need know
2.40656500485,israel enemi
2.39763483384,polit prison
2.36885232912,gentleman new jersey
2.34911553993,chines govern
2.34335023139,could nt
2.33031054549,clinton secretari
2.32909539248,forc abort
2.28831032641,hunger strike
2.28766754414,would take
2.27844529877,nt know
2.25175867111,one child
