coef,term
4.97866979375,american energi
3.48397009972,domest energi
3.43142808492,energi product
3.28513471988,white hous
3.26826520366,presid obama
3.26243380879,feder govern
3.11807029652,pass bill
2.82208324048,rais tax
2.55907342451,re go
2.52102955644,ve got
2.50228086542,afford energi
2.4853907319,reduc spend
2.34888054728,price gasolin
2.33706835267,de facto
2.25367770264,tax incent
2.20294052824,countri need
2.15576710154,middl east
2.15253977866,state texa
2.14621048944,borrow money
2.13598563614,major leader
